university,link,country,city,region,logo,type,faculty_count
Rensselaer Polytechnic Institute,https://www.topuniversities.com/universities/rensselaer-polytechnic-institute,United States,Troy,North America,https://www.topuniversities.com/sites/default/files/rensselaer-polytechnic-institute_522_small.jpg,Private,639
University of Utah,https://www.topuniversities.com/universities/university-utah,United States,Salt Lake City,North America,https://www.topuniversities.com/sites/default/files/university-of-utah_645_small.jpg,Public,3.345
Universitï¿½ï¿½ de Strasb,https://www.topuniversities.com/universities/universite-de-strasbourg,France,Strasbourg,Europe,https://www.topuniversities.com/sites/default/files/universit-de-strasbourg_578_small.jpg,Public,2.544
"Stony Brook University, State University of New York",https://www.topuniversities.com/universities/stony-brook-university-state-university-new-york,United States,Stony Brook,North America,https://www.topuniversities.com/sites/default/files/stony-brook-university-state-university-of-new-york_592560cf2aeae70239af4ccb_small.jpg,Public,2.316
United Arab Emirates University,https://www.topuniversities.com/universities/united-arab-emirates-university,United Arab Emirates,Al Ain,Asia,https://www.topuniversities.com/sites/default/files/united-arab-emirates-university_778_small.jpg,Public,919
"City, University of London",https://www.topuniversities.com/universities/city-university-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/city-university-of-london_354_small.jpg,Public,970
Kobe University,https://www.topuniversities.com/universities/kobe-university,Japan,Kobe City,Asia,https://www.topuniversities.com/sites/default/files/kobe-university_320_small.jpg,Public,1.986
Tokyo Medical and Dental University (TMDU),https://www.topuniversities.com/universities/tokyo-medical-dental-university-tmdu,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/tokyo-medical-and-dental-university-tmdu_592560cf2aeae70239af4e8a_small.jpg,Public,930
Belarusian State University,https://www.topuniversities.com/universities/belarusian-state-university,Belarus,Minsk,Europe,https://www.topuniversities.com/sites/default/files/belarusian-state-university_14128_small.jpg,Public,"4,173"
MGIMO University,https://www.topuniversities.com/universities/mgimo-university,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/moscow-state-institute-of-international-relations-mgimo-university_2156_small.jpg,Public,"1,739"
"Essex, University of",https://www.topuniversities.com/universities/essex-university,United Kingdom,Colchester,Europe,https://www.topuniversities.com/sites/default/files/university-of-essex_592560cf2aeae70239af4b4c_small.jpg,Public,1.044
University of Kent,https://www.topuniversities.com/universities/university-kent,United Kingdom,Paris,Europe,https://www.topuniversities.com/sites/default/files/university-of-kent_315_small.jpg,Public,"4,000"
University of Lisbon ,https://www.topuniversities.com/universities/university-lisbon,Portugal,Lisbon ,Europe,https://www.topuniversities.com/sites/default/files/university-of-lisbon_1475_small.jpg,Public,3.389
Bandung Institute of Technology (ITB),https://www.topuniversities.com/universities/bandung-institute-technology-itb,Indonesia,Bandung,Asia,https://www.topuniversities.com/sites/default/files/bandung-institute-of-technology-itb_41_small.jpg,Public,"2,228"
University of Victoria (UVic),https://www.topuniversities.com/universities/university-victoria-uvic,Canada,Victoria,North America,https://www.topuniversities.com/sites/default/files/university-of-victoria-uvic_592560cf2aeae70239af4d0e_small.jpg,Public,865
Universidade Federal do Rio de Janeiro,https://www.topuniversities.com/universities/universidade-federal-do-rio-de-janeiro,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-de-janeiro_525_small.jpg,Public,3.983
Taipei Medical University (TMU),https://www.topuniversities.com/universities/taipei-medical-university-tmu,Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/taipei-medical-university_2134_small.jpg,Private,999
Norwegian University of Science And Technology,https://www.topuniversities.com/universities/norwegian-university-science-technology,Norway,Trondheim,Europe,https://www.topuniversities.com/sites/default/files/norwegian-university-of-science-and-technology_457_small.jpg,Public,3.132
Oxford Brookes University,https://www.topuniversities.com/universities/oxford-brookes-university,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/oxford-brookes-university_592560cf2aeae70239af4c61_small.jpg,Public,"1,471"
Graz University of Technology,https://www.topuniversities.com/universities/graz-university-technology,Austria,Graz,Europe,https://www.topuniversities.com/sites/default/files/graz-university-of-technology_1239_small.jpg,Public,"1,427"
Tampere University of Technology ,https://www.topuniversities.com/universities/tampere-university-technology,Finland,Tampere,Europe,https://www.topuniversities.com/sites/default/files/tampere-university-of-technology_1269_small.jpg,Public,665
Universidad Austral,https://www.topuniversities.com/universities/universidad-austral,Argentina,Pilar,Latin America,https://www.topuniversities.com/sites/default/files/universidad-austral_38_small.jpg,Private,663
University of Kansas,https://www.topuniversities.com/universities/university-kansas,United States,Lawrence,North America,https://www.topuniversities.com/sites/default/files/university-of-kansas_309_small.jpg,Public,3.357
James Cook University,https://www.topuniversities.com/universities/james-cook-university,Australia,Townsville,Oceania,https://www.topuniversities.com/sites/default/files/james-cook-university_833_small.jpg,Public,"2,940"
Pontificia Universidad Catï¿½ï¿½lica Argen,https://www.topuniversities.com/universities/pontificia-universidad-catolica-argentina,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-argentina_592560cf2aeae70239af5486_small.jpg,Private,"3,805"
University of Tromsï¿½ï¿½ The Arctic University of No,https://www.topuniversities.com/universities/university-tromso-arctic-university-norway,Norway,Tromsï¿,Europe,https://www.topuniversities.com/sites/default/files/university-of-troms-the-arctic-university-of-norway_625_small.jpg,Public,2.107
Ruhr-Universitï¿½ï¿½t Bo,https://www.topuniversities.com/universities/ruhr-universitat-bochum,Germany,Bochum,Europe,https://www.topuniversities.com/sites/default/files/ruhr-universitt-bochum_537_small.jpg,Public,1.232
National Research Tomsk Polytechnic University,https://www.topuniversities.com/universities/national-research-tomsk-polytechnic-university,Russia,,Europe,https://www.topuniversities.com/sites/default/files/national-research-tomsk-polytechnic-university_14158_small.jpg,Public,1.55
University of Connecticut,https://www.topuniversities.com/universities/university-connecticut,United States,Storrs,North America,https://www.topuniversities.com/sites/default/files/university-of-connecticut_140_small.jpg,Public,1.328
University of St.Gallen (HSG),https://www.topuniversities.com/universities/university-stgallen-hsg,Switzerland,St. Gallen,Europe,https://www.topuniversities.com/sites/default/files/university-of-st.gallen-hsg_571_small.jpg,Public,444
American University of Sharjah,https://www.topuniversities.com/universities/american-university-sharjah,United Arab Emirates,Sharjah,Asia,https://www.topuniversities.com/sites/default/files/american-university-of-sharjah_1201_small.jpg,Private,371
Boston College,https://www.topuniversities.com/universities/boston-college,United States,Newton,North America,https://www.topuniversities.com/sites/default/files/boston-college_723_small.jpg,Private,1.048
University of Oulu,https://www.topuniversities.com/universities/university-oulu,Finland,Oulu,Europe,https://www.topuniversities.com/sites/default/files/university-of-oulu_476_small.jpg,Public,883
University of Southern Denmark (SDU),https://www.topuniversities.com/universities/university-southern-denmark-sdu,Denmark,Odense,Europe,https://www.topuniversities.com/sites/default/files/university-of-southern-denmark_592560cf2aeae70239af4c53_small.jpg,Public,"1,760"
Mahidol University,https://www.topuniversities.com/universities/mahidol-university,Thailand,Nakhon Pathom,Asia,https://www.topuniversities.com/sites/default/files/mahidol-university_381_small.jpg,Public,"3,850"
Aston University,https://www.topuniversities.com/universities/aston-university,United Kingdom,Birmingham,Europe,https://www.topuniversities.com/sites/default/files/aston-university_29_small.jpg,Public,730
Indian Institute of Technology Roorkee (IITR),https://www.topuniversities.com/universities/indian-institute-technology-roorkee-iitr,India,Roorkee,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-roorkee-iitr_287_small.jpg,Public,499
University of Witwatersrand,https://www.topuniversities.com/universities/university-witwatersrand,South Africa,Johannesburg,Africa,https://www.topuniversities.com/sites/default/files/university-of-the-witwatersrand_679_small.jpg,Public,1.626
Universidad de Belgrano,https://www.topuniversities.com/universities/universidad-de-belgrano,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-belgrano_51_small.jpg,Private,810
"University of California, Riverside",https://www.topuniversities.com/universities/university-california-riverside,United States,Riverside,North America,https://www.topuniversities.com/sites/default/files/university-of-california-riverside_88_small.jpg,Public,1.497
University of the Philippines,https://www.topuniversities.com/universities/university-philippines,Philippines,Quezon City,Asia,https://www.topuniversities.com/sites/default/files/university-of-the-philippines_498_small.jpg,Public,4.48
HUFS - Hankuk (Korea) University of Foreign Studies ,https://www.topuniversities.com/universities/hufs-hankuk-korea-university-foreign-studies,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/hufs-hankuk-korea-university-of-foreign-studies_1054_small.jpg,Private,2.353
Politecnico di Torino,https://www.topuniversities.com/universities/politecnico-di-torino,Italy,Turin,Europe,https://www.topuniversities.com/sites/default/files/politecnico-di-torino_633_small.jpg,Public,1.05
Swinburne University of Technology,https://www.topuniversities.com/universities/swinburne-university-technology,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/swinburne-university-of-technology_759_small.jpg,Public,946
Wake Forest University,https://www.topuniversities.com/universities/wake-forest-university,United States,Winston-Salem,North America,https://www.topuniversities.com/sites/default/files/wake-forest-university_661_small.jpg,Private,2.276
Gadjah Mada University,https://www.topuniversities.com/universities/gadjah-mada-university,Indonesia,Yogyakarta,Asia,https://www.topuniversities.com/sites/default/files/gadjah-mada-university_219_small.jpg,Public,"4,728"
Universitï¿½ï¿½ de Li,https://www.topuniversities.com/universities/universite-de-liege,Belgium,Arlon,Europe,https://www.topuniversities.com/sites/default/files/universit-de-lige_592560cf2aeae70239af4bd9_small.jpg,Public,1.619
Washington State University,https://www.topuniversities.com/universities/washington-state-university,United States,Pullman,North America,https://www.topuniversities.com/sites/default/files/washington-state-university_666_small.jpg,Public,1.935
L.N. Gumilyov Eurasian National University (ENU),https://www.topuniversities.com/universities/ln-gumilyov-eurasian-national-university-enu,Kazakhstan,Nur-Sultan,Asia,https://www.topuniversities.com/sites/default/files/l.n.-gumilyov-eurasian-national-university-enu_592560cf2aeae70239af52e8_small.jpg,Public,3.35
